tweet_id,query,disease,created_at,screen_name,text,description,location,timezone,user_id,coordinate,tweets_per_user,posted_by,talk_about,sarcasm
7.1816E+17,#HIV,HIV,07/04/2016 19:34,sethrow991,#PrinceRIP There r rumours he died of aids..   Still a legend   Raspberry beret,,"Manchester, England",None,150677227,None,2,Individual,celeb,
7.1816E+17,#HIV,HIV,07/04/2016 19:32,sethrow991,#RIPPrince Prince died of aids....,,,None,,None,1,Individual,celeb,
7.23321E+17,#HIV,HIV,22/04/2016 01:23,bakemonogatarig,#RIPPrinceRogersNelson AIDS,,,None,,None,6,Individual,celeb,
7.19426E+17,#HIV,HIV,11/04/2016 07:24,SelectClinical,"#RyanWhite Remembering Ryan White, the teen who fought against the stigma of AIDS https://t.co/ylQ4CAoI4x via @NewsHour",,"Beavercreek, OH",None,313643791,None,1,Individual,celeb,
7.2272E+17,#HIV,HIV,20/04/2016 09:34,MenEngageAfrica,#WashingtonSquarePark #Bernie knows the history of Stonewall. Hillary praises Reagan for his effective advocacy for HIV/AIDS awareness,,,Eastern Time (US & Canada),244589787,None,1,Individual,celeb,
7.2218E+17,#HIV,HIV,18/04/2016 21:48,gaymen_online,#why r ppl say n Prince had aids i don't understand nor care i'm a fan and i loved his music,,,None,4916575213,None,1,Individual,celeb,
7.19101E+17,#HIV,HIV,10/04/2016 09:54,BiologyTopNews,*talking about Prince* Robin: how did he die?  Lauren: well he went to the hospital *Robin interrupts*  Robin: damn he had AIDS?,,,Mountain Time (US & Canada),62117408,None,1,Individual,celeb,
7.21457E+17,#HIV,HIV,16/04/2016 21:54,BiologyTopNews,. RT @ModelBroaddd: 57 year old MILLIONAIRES don't die of the flu  sorry not sorry Prince had AIDS https://t.co/2rMYj5hyLq,,,Hawaii,279185940,None,1,Individual,celeb,
7.18685E+17,#HIV,HIV,09/04/2016 06:21,Trinesteensen,.....why me just ask me if Prince died of AIDS jdjshsjdj,,,Pacific Time (US & Canada),54433194,None,1,Individual,celeb,
7.19375E+17,#HIV,HIV,11/04/2016 04:00,laxmionline,@_bigbadwolfe22 @Dfranklin65 I'll take Magic post-AIDS over Larry Bird smh,,"Land O' Lakes, FL",Eastern Time (US & Canada),903062762,None,1,Individual,celeb,
7.20781E+17,#HIV,HIV,15/04/2016 01:07,blundell_judy,"@_Birdy_Girl_ @equizmen bitch you are not kim Kardashian, you're a, slut that NO descent man wants Get a Life Bitch!!!!!#Aids.",,,None,,None,1,Individual,celeb,
7.22941E+17,#HIV,HIV,21/04/2016 00:11,FOX5MedicalTeam,"@_damnhoe: ain't nobody dyin from just havin the flu, prince had aids.  Even if he did have aids, you clearly don't know how it works",,,London,470148264,None,4,Individual,celeb,
7.19615E+17,#HIV,HIV,11/04/2016 19:54,SenaChat,@_khaleesiii_ someone said he might've had aids,,uw seattle,Pacific Time (US & Canada),538728972,None,1,Individual,celeb,
7.23347E+17,AIDS,HIV,22/04/2016 03:06,TimKcomic,#WereGonnaPartyLikeIts Charlie Sheen pre-AIDS,"@MyattMyAss is mine, host @HashTagFelons, + @UnhingedTags, host of @TWOTWPodcast, https://t.co/rG8ckdfnmR  ,  @patreon support link https://t.co/asDLPWc9wV","Hamilton, Ontario",None,2191701846,None,8,Individual,celeb,
7.22394E+17,AIDS,HIV,19/04/2016 11:57,ShitLilJoeSays,"13 April, on Charlie Sheen going rogue: That's what happens when you have the AIDS, @DonGeronimoShow. Thank God I don't have it...","@ShitPhantomSays could not satiate my urges.  So I created this twitter feed.  Enjoy, cockmasters! -MJ","Roseville, CA",None,946688803,None,2,Individual,celeb,
7.17908E+17,AIDS,HIV,07/04/2016 02:54,HLRacicot,The problem with AIDS is it's too slow: LAPD Investigate Charlie Sheen For Threatening To Kill Fiancee https://t.co/i57pDiSPR1 via @Variety,````````````````Born Loser``````````````````````,"Michigan, USA",Pacific Time (US & Canada),490240593,None,1,Individual,celeb,
7.19902E+17,AIDS,HIV,12/04/2016 14:57,WIDDED,Wut if magic gave Charlie sheen AIDS?  @Weezy401 @OceANStaTeJAck @RandmAfcnSounds @Luis_the_13th @MagnificentVee @CrazOldMaurice,"5'5 with the soul of a 6ft nigga...reppin da 401, LIB all day..instagram: @BennyBobby...SnapChat: ZZ-86...#teamgreenmachine, #teamtmz, #teamsingle","Providence, Rhode Island",None,189061495,None,1,Individual,celeb,
7.17916E+17,AIDS,HIV,07/04/2016 03:25,delilahX0,Charlie Sheen needs to spend the rest of his days behind bars https://t.co/jPsRRn7bON,A funny thing about Tolerant people is They're really only Tolerant when you agree with them,"Riverside, CA",None,4667045941,None,1,Individual,celeb,
7.17988E+17,AIDS,HIV,07/04/2016 08:10,cjcallum1,@EASPORTSFIFA your game is wank it has more aids then charlie sheen,Aussie  Manchester United,"Victoria, Australia",None,3239480192,None,1,Individual,celeb,
7.23206E+17,AIDS,HIV,21/04/2016 17:45,BudgieBigelow,@vintagetango Prince had AIDs before Charlie Sheen made it cool.,"Author of Askharoth,Desperately Seeking Shemale, and Draken, Son of Drog on Amazon Kindle. Blogger of short fiction and #FreedomLane.",New Haven,None,575867885,None,1,Individual,celeb,
7.18034E+17,AIDS,HIV,07/04/2016 11:15,zigy1213,So Charlie sheen has aids...so through all the years he has had countless famous girlfriends/porn stars..has anybody put 2&amp;2 together ??,"Born in Tampa, Fl.... sports capper, weed lover, entrepreneur","Tampa, FL",None,1276052636,None,1,Individual,celeb,
7.20364E+17,AIDS,HIV,13/04/2016 21:31,J_Gooder,My nigga Sheezy in LA smokin on Charlie Sheen loud pack I told him don't catch AIDS,Brutally Honest Nigga,in the Chi...,Eastern Time (US & Canada),119971724,None,2,Individual,celeb,
7.18179E+17,AIDS,HIV,07/04/2016 20:49,theMBLgaming,@SteveGreeneCOM wanna hear a joke? Charlie sheen called he wants his aids back,"Content Creator for @Fullscreen , Sponsor: @CinchGamig 5% off themblgaming youtube below","New York, USA",None,1203111247,None,1,Individual,celeb,
7.17949E+17,AIDS,HIV,07/04/2016 05:36,nicholeleeolee,@fake_irl I guess Charlie Sheen has aids and I have you.,"Diana made me do this|Yvonne is cute|Sarai,Illeana and Brenda are my faves|Alex is pretty great 03-14-15|",Stalking Robert Downey JR.,Pacific Time (US & Canada),4837251312,None,1,Individual,celeb,
7.2328E+17,AIDS,HIV,21/04/2016 22:39,exhxdx,Prince Got AIDS From Charlie Sheen,D-List Ethan Hawke. Kali Yuga Mosh. All that lean make my voice raspy.,New Orleans,None,3291037459,None,3,Individual,celeb,
7.22755E+17,AIDS,HIV,20/04/2016 11:52,The_Statement,Charlie Sheen was really out here marketing Tiger Blood with AIDS the whole time lol,Everything I tweet is a lie.,Sanctum Sanctorum,Eastern Time (US & Canada),27912357,None,2,Individual,celeb,
7.18523E+17,#HIV,HIV,08/04/2016 19:37,iLLnigma,@Royceda59 that line you said about leave you in a cell with Charlie Sheen I bet you take that back now! #HIV,"For booking: Press inquiries, performances, or appearances email iLLnigma1@gmail.com",SWOOOPNATION,Eastern Time (US & Canada),65488306,None,1,Individual,celeb,
7.18022E+17,AIDS,HIV,07/04/2016 10:25,fuckboy_joey,Lmao on top of having aids Charlie Sheen is being charged with trying to have his ex girlfriend murdered,"fuck boy.               Webster,MA                                        you're*                   snapchat: joey1217",NULL,None,845792964,None,1,Individual,celeb,
7.21448E+17,AIDS,HIV,16/04/2016 21:20,xo__lauurenn,"Brother: speaking of aids, I saw magic johnson &amp; charlie sheen at the dodger game yesterday",glendora high '16,w/ tay or @ disneyland,Pacific Time (US & Canada),2845486837,None,1,Individual,celeb,
7.23195E+17,AIDS,HIV,21/04/2016 17:03,wowcoolstory,Looks like Charlie Sheen wasn't the only big celebrity with Aids. #RIPPrince,Hi,NULL,None,979021236,None,2,Individual,celeb,
7.19678E+17,AIDS,HIV,12/04/2016 00:06,zerodecoded,They say that Bill Cosby raped a bunch of people. I hope he didn't rape Magic Johnson or Charlie Sheen because they both have aids.,I am Kevin.,NULL,None,1526821538,None,6,Individual,celeb,
7.21066E+17,AIDS,HIV,15/04/2016 20:00,franksayles2,Two and Half Men makes me sick it's so unfunny. Charlie Sheen getting Aids was God's way of taking that show lightly fuck.,I can't finish a footlong,Birmingham/Kernow,Casablanca,499258538,None,1,Individual,celeb,
7.18236E+17,#HIV,HIV,08/04/2016 00:36,Chris_topher_Mc,"Charlie Sheen, HIV, a Tabloid and My Insane 2-Year Hunt for a Story https://t.co/w8cEQYC5w1 @thr #CharlieSheen #HIV #AIDS #Gossip #Film",I gladly retweet people who follow & retweet me. I can often be found with Ken Pittman on his radio show on WBSM 1420AM,"Massachusetts, USA",None,434559012,None,1,Individual,celeb,
7.18404E+17,AIDS,HIV,08/04/2016 11:42,lrc328,"@_David_Edward Maybe they meant in the Charlie Sheen, do blow, sleep with hookers, &amp; contract AIDS type of winning.   \_()_/","I love America no matter how flawed she may be. Anger is not a platform. Don't DM me, bro. I'm usually right even when I'm wrong. #WPS",Razorback Nation,America/Chicago,85578369,None,1,Individual,celeb,
7.23261E+17,AIDS,HIV,21/04/2016 21:24,MrPryority,Yo Prince was a wild dude back in the 80s when everyone was getting AIDs...he may have just kept it quiet like how Charlie Sheen did.,I march to the beat of my own drum.  #BlackLivesMatter,DMV,Eastern Time (US & Canada),30589197,None,5,Individual,celeb,
7.18201E+17,AIDS,HIV,07/04/2016 22:15,PXLPXLmusic,little known fact about young guns charlie sheens 6 guns shoots aids,I mean pretty much,"Atlanta, GA",Pacific Time (US & Canada),3305229333,None,1,Individual,celeb,
7.18302E+17,AIDS,HIV,08/04/2016 04:59,damygeebo,#BroadwayACeleb Cat On A Hot Tin... Charlie Sheen Has Aids. #lol,I tweet News of The Weird and funny vids of The Amazing Raccoon Willie!!!  #Mapache,"Dubai, UAE",Cairo,19037300,None,1,Individual,celeb,
7.22638E+17,AIDS,HIV,20/04/2016 04:10,ATtheveryend,Charlie Sheen's Ex Brooke Mueller -- He's Cutting Off His Rich Nose to Spite His Kids' Faces https://t.co/gD8G3HeFtS via @TMZ AIDS ! MONEY,"Im   Great     and    have   a    Great    T.V.  Show    The   Unreal    Variety    Show   ,  and    Im   Great",New    york     city,Atlantic Time (Canada),97798684,None,4,Individual,celeb,
7.21329E+17,AIDS,HIV,16/04/2016 13:27,thatsmecjones,So charlie Sheen still out here giving hoes Aids &amp; hasn't been charged but yall wanna put my cousin in jail for giving condoms to the church,I'm from the Nile Valley and I'm a comedian/Actor/Writer/ #grouponstripper #blaqgold #Melanin #settitoff,out of this world,None,3505752442,None,1,Individual,celeb,
7.18814E+17,AIDS,HIV,09/04/2016 14:52,moanIikejelena,Charlie Sheen admitted to having AIDS (im late I know) wow,I'm the sweetest bitch you'll ever meet,tigrotta mia,Quito,322604064,None,1,Individual,celeb,
7.23374E+17,AIDS,HIV,22/04/2016 04:51,HipHipster4,Wow prince had AIDS PLUS Charlie Sheen dang glad I don't sleep around nor do I use drugs https://t.co/PusTCrtSnT,Independent,United States,None,4330381966,None,1,Individual,celeb,
7.18496E+17,AIDS,HIV,08/04/2016 17:49,UncleFilll,@DirtbagDaniel_ dis how Charlie Sheen got aids doe,"Introvert https://t.co/rgpKPZtkuV https://t.co/f8pFYtW4RV @Kush__Records NYC, USA/ Worldwide",NULL,Atlantic Time (Canada),797458500,None,1,Individual,celeb,
7.17909E+17,AIDS,HIV,07/04/2016 02:57,markbspiegel,"Charlie Sheen investigated by LAPD https://t.co/Ky0jiKPrgP FIRED,AIDS,&amp; THIS. GORDON GEKKO MUST BE REALLY HAPPY RE WHAT HAPPENED TO THIS GUY","Investor, Managing Member of Stanphyl Capital, wiseguy. I buy deep value and short bubbles, and I don't do it quietly.",New York City,Eastern Time (US & Canada),258612274,None,1,Individual,celeb,
7.22028E+17,#HIV,HIV,18/04/2016 11:42,RebelPinboard,Jason Quinlan - Charlie Sheen And His HIV - Don't Tell Me How To Ruin M https://t.co/TRleuh8gvZ #charliesheen #hiv #jasonquinlan #showbizz,Join The Rebel #Pinboard and share your images!,"Los Angeles, CA",Pacific Time (US & Canada),NULL,None,1,Individual,celeb,
7.23277E+17,AIDS,HIV,21/04/2016 22:27,DippnDots15,@PrisonPlanet When hasn't Charlie Sheen been an AIDS infected monster?,"Judylwb Idoov, Vlpsvrqv, dqg Vrxwk Sdun pdun. Dovr olnhv dqlph, ylghr jdphv, dqg zuhvwolqj. Ohdvw L nqrz zkhuhyhu L jr L jrw wkh Ghylo ehqhdwk pb ihhw.",Silent Hill,Central Time (US & Canada),2564535979,None,1,Individual,celeb,
7.18216E+17,AIDS,HIV,07/04/2016 23:18,WrightyJason,"Charlie Sheen spoke out against the establishment and  BOOM! AIDS, sex scandals. He's been crucified.","Just like a spider, I crawl the web. This is the world according to Wrighty. I don't think like you but I do think. Peace",Australia,None,2164428259,None,2,Individual,celeb,
7.20058E+17,AIDS,HIV,13/04/2016 01:16,OfficialMCGusto,The lack of media outrage over Charlie Sheen exposing multiple women to hiv/aids. https://t.co/vAkLEtiFBI,Let me save you boo..,"Irving, TX",Eastern Time (US & Canada),164964300,None,1,Individual,celeb,
7.20043E+17,AIDS,HIV,13/04/2016 00:16,InTheAfterLife,"J: Charlie Sheen get expensive  treatment, so now de AIDS is so little that if he get a blood test it might not show up. Daz how good de tr...",Life is always good over here.  IG: @plutonian_goddess FB: Maia Taylor https://t.co/4a8zFolmTH,Barbados,Santiago,275606940,None,1,Individual,celeb,
7.22938E+17,AIDS,HIV,21/04/2016 00:02,NovoselicSucks,@cbanks420lol @OpieRadio @EstherKuKu id let charlie sheen give me aids so i can jizz in her eye and infect her. #takingonefortheteam,Master of karate and friendship for everyone.,Buffalo NY,Atlantic Time (Canada),523737395,None,1,Individual,celeb,
7.19241E+17,AIDS,HIV,10/04/2016 19:11,Aggies_Very_Own,@xaviercxbb @tracphoneshawty I'm fucking dying said Charlie Sheen when he found out he had AIDS,My face is a chair for women with Afros/Curly hair. Please have a seat. #IgnantTribe #JuggHive SC:AggiePride23 #9Dime @plantmami my header,"Somewhere Chilling, NCAT, NC",Central Time (US & Canada),164010309,None,1,Individual,celeb,
7.18391E+17,AIDS,HIV,08/04/2016 10:53,StaceyBridges18,WHY isn't Charlie Sheen facing MURDER CHARGES for exposing INNOCENT WOMEN to HIV&amp;AIDS since 2004! Charlies a MONSTER https://t.co/iDI4Esevqf,My fiance died in 30 days after his Doctor gave him a FREE 30 day sample of ABILIFY for STRESS. These drugs on TV kill fast and I'm here to warn the people.,NULL,None,4815348508,None,1,Individual,celeb,
7.1996E+17,AIDS,HIV,12/04/2016 18:48,princess_caz82,@mightybinwah @niteyeti @Dickie_Shoulder Good AIDS is when it's contained. Bad is when it's spread. Bit like what Charlie Sheen did,"My tweets are the opinions of the many voices in my head. If you don't like it, don't follow me or comment. I will sexually harass you. No DMs",Wherever there's cocktails,None,194503354,None,5,Individual,celeb,
7.21158E+17,AIDS,HIV,16/04/2016 02:08,caralee557,Didn't Charlie Sheen die of AIDS-@CatLadyHasNoCat No that was Robin Williams -Alex,Now stay with me cause I'm quite quick,NULL,None,550104397,None,1,Individual,celeb,
7.19342E+17,AIDS,HIV,11/04/2016 01:52,BillyWayneDavis,Weird. Charlie Sheen admits he has AIDS and the tiger population goes back up.  https://t.co/sgkq2Lw2XH,Pilot Fighter,"Cypress Park, Los Angeles",Pacific Time (US & Canada),104071616,None,1,Individual,celeb,
7.22496E+17,AIDS,HIV,19/04/2016 18:45,filipebertoglio,charlie sheen com aids me lembra scar tissue,"queijo cheddar, prato ou suico?",NULL,None,2707932432,None,1,Individual,celeb,
7.22755E+17,AIDS,HIV,20/04/2016 11:51,B_TheRealest,@Des4gr8ness fuck Charlie Sheen. Nigga just out here trying to pass around AIDS and not take care of his kids. He can eat a dick,Regular nigga. Fake sports Guru. Gym rat.  Eagles Nation. Thunder Up.,"South Jerz, USA",None,168890981,None,3,Individual,celeb,
7.20084E+17,AIDS,HIV,13/04/2016 02:59,Drumpf_Verdict,Where do you think Charlie Sheen got that catchphrase from? and his AIDS,Reviewer/Genius/Fantastic Hair/Has all the best words,"New York, USA",None,NULL,None,1,Individual,celeb,
7.19228E+17,AIDS,HIV,10/04/2016 18:20,DoktorUndNutten,"Scary Movie 3. Oh, Charlie Sheen bevor er AIDS hatte.",Sass & Sorcery!,Braunschweig / Germany,Bern,17317004,None,1,Individual,celeb,
7.23272E+17,AIDS,HIV,21/04/2016 22:06,djfogigz,charlie sheen got aids and prince dies from a so called flu... ehh. sounding a little sketch. rip to prince though.,sicker than ya' average... empowering people and helping them find their life purpose #numerology #astrology,"San Francisco, CA",Pacific Time (US & Canada),50001227,None,1,Individual,celeb,
7.18183E+17,AIDS,HIV,07/04/2016 21:05,_iPrince,...Charlie Sheen for giving women aids and Oj for murdering his wife (b/c we all know he did it)...,Snapchat: i.prince // Husband. Dad. Christian. Est. 1984. Uncompromised. #Team #TeamBRINGIT #Yeshua,Chicago,Central Time (US & Canada),64573701,None,1,Individual,celeb,
7.18196E+17,#HIV,HIV,07/04/2016 21:56,jenniegrimes,"Charlie Sheen's sordid legal war over #HIV, alleged threats and violence - Los Angeles Times https://t.co/hCQKBULpjN",stage iv cancer advocate. inspired by goodness. ice cream addict. perpetually curious. tabasco lover. seeker of hope.,"Los Angeles, CA",None,149956682,None,5,Individual,celeb,
7.23237E+17,AIDS,HIV,21/04/2016 19:46,StephenKComedy,"Charlie Sheen has AIDS, and HE'S fine! But Prince dies of PNEUMONIA?! SMH . . Well tonight I'm gonna party like it's 1999!","Stephen Kyle is a comedian born and raised in CT. His comedic topics generally include, children, family life, relationships/marriage, and race relations.",NULL,None,1308971256,None,1,Individual,celeb,
7.23177E+17,AIDS,HIV,21/04/2016 15:48,AaronGetsYoked,@ShayStillCookin I've built up an immunity to it like Charlie sheen did with AIDS,"Street Cred Level Over: 9,000 #OilFieldUniversity #AC #DirtySouthPerformance",5.bro,Hawaii,522773319,None,1,Individual,celeb,
7.23211E+17,AIDS,HIV,21/04/2016 18:05,Casi_not_Cassie,@ANYnotNEY @implicitREBEL @_ElleEyeEnAye ok but Charlie Sheen has HIV and HID IT for years. He don't even have AIDS yet,Tad bit sicker than the rest of the clinic,"Atlanta, Georgia",Quito,44188419,None,1,Individual,celeb,
7.19062E+17,AIDS,HIV,10/04/2016 07:20,SeanVnthony,@torrespablo101 my name ain't Charlie Sheen so I won't give you AIDs,The Contradictory Mind of Sean Anthony. FishShop Twitter Buddhist #HXLY,Highland,Pacific Time (US & Canada),1489811048,None,1,Individual,celeb,
7.18169E+17,AIDS,HIV,07/04/2016 20:11,im2sxe4,Charlie sheen got aids because he was having sex with men. Article is clear as day on #AOL check it out before they pull it,There's about 7 billion people on earth. I'm one. Just slightly different.  #queens #NYC #nightlife #zyzz #keepmirin #berniebro alcohol kills dont  follow,QUEENS NY,None,2546064161,None,1,Individual,celeb,
7.19436E+17,AIDS,HIV,11/04/2016 08:06,RICHINDU,@bellathorne4u I wonder if they would like charlie sheen now since hes workin on a aids epidemic senario i think 18 year olds would jump on,trucker,"Hesperia, CA",None,NULL,None,1,Individual,celeb,
7.23204E+17,AIDS,HIV,21/04/2016 17:37,CrashHellton,And the worst part of all this shit?!  CHARLIE SHEEN STILL HAD AIDS!,"Trying to navigate delicately through life, but falling and crashing every step of the way...","Lost Angels, CA",Pacific Time (US & Canada),108782204,None,1,Individual,celeb,
7.21169E+17,AIDS,HIV,16/04/2016 02:49,jk_maddox,Charlie sheen fucking bitches &amp; he giving them AIDS facts,when life gives you lemons .. don't make lemonade.. make Lemon pie,NULL,None,4911031632,None,1,Individual,celeb,
7.21264E+17,AIDS,HIV,16/04/2016 09:08,RodreeSZN,@lorena_bencomo you got AIDS.. Stay away from everybody Charlie sheen https://t.co/rCknRbLFL3,Y | US MARINE | Views | SZN |EIRE,NULL,Pacific Time (US & Canada),160805443,None,2,Individual,celeb,
7.19014E+17,AIDS,HIV,10/04/2016 04:08,Strobelicous,@ogmakey @AbrilMayJune109 @happyful @Ron_Petrelli I'm like Charlie sheen. Tiger blood. AIDS. Winning.,Yale '19,NULL,None,795274566,None,1,Individual,celeb,
7.18158E+17,AIDS,HIV,07/04/2016 19:25,Matthew_Gaskin,Trump supporter: Trump speaks his mind &amp; has his own money.  Me: So does Charlie Sheen. You want America to have financial finacial AIDS?,,Martha Stewart's Guest Bedroom,Eastern Time (US & Canada),242096716,None,2,Individual,celeb,
7.18909E+17,#HIV,HIV,09/04/2016 21:09,Klimb_im,@FuckableJustin Bieber is the new Charlie Sheen .. #HIV .. it's only a matter of time,,NULL,Pacific Time (US & Canada),2603788669,None,3,Individual,celeb,
7.19649E+17,#HIV,HIV,11/04/2016 22:09,Klimb_im,@All_Trends_IT Bieber is the new Charlie Sheen .. #HIV .. it's only a matter of time,,NULL,Pacific Time (US & Canada),2603788669,None,3,Individual,celeb,
7.19947E+17,#HIV,HIV,12/04/2016 17:56,Klimb_im,@iwatchedbieber Bieber is the new Charlie Sheen .. #HIV .. it's only a matter of time,,NULL,Pacific Time (US & Canada),2603788669,None,3,Individual,celeb,
7.20748E+17,AIDS,HIV,14/04/2016 22:59,Jxhnchristopher,@mitchelllmao @DiamondsNBooze so did Charlie sheen and now he has AIDS,,NULL,Eastern Time (US & Canada),239219168,None,1,Individual,celeb,
7.21074E+17,AIDS,HIV,15/04/2016 20:32,dlindley91,Charlie Sheen is being investigated for trying to have his ex-fiancee killed. She previously had an abortion on account of his having AIDS.,,NULL,Pacific Time (US & Canada),NULL,None,1,Individual,celeb,
7.2155E+17,AIDS,HIV,17/04/2016 04:04,JeneteTonuzi,did u fall from heaven because Charlie sheen has aids,,NULL,None,3434912345,None,1,Individual,celeb,
7.22239E+17,AIDS,HIV,19/04/2016 01:42,matz64,"This kid said he's stays winning like Charlie Sheen... Well Charlie Sheen has AIDS, so...?",,The Benz,None,150099677,None,1,Individual,celeb,
7.22588E+17,AIDS,HIV,20/04/2016 00:47,r_x_2_2,@kerrence charlie sheen TIGER BLOOD haha he has aids,,Tejas,Mountain Time (US & Canada),16509486,None,2,Individual,celeb,
7.22918E+17,AIDS,HIV,20/04/2016 22:39,one_tatyana,@jjcleaver22 @female_books forgot about charlie sheen. He was handing out aids for free and beating girls and treating them like trash.,,NULL,None,1378047270,None,2,Individual,celeb,
7.18188E+17,AIDS,HIV,07/04/2016 21:25,bossman808dp,Assassin rule #16 If your lover gives u AIDS u might need 2 stalk them #CharlieSheen,,,None,4899339728,None,1,Individual,celeb,
7.20599E+17,AIDS,HIV,14/04/2016 13:04,Brouillette_1st,Bill c fuked 30bitches &amp;his wife still with him Magic J got AIDS &amp; his wife stayed wit him but if I put upTBH yall be quick to leave a nigga,,,None,2379068545,None,1,Individual,celeb,
7.21162E+17,AIDS,HIV,16/04/2016 02:21,LouiseDeKoven,Brandon Flowers does not have AIDS. #ZapposSecretShow,,Las Vegas,None,145082709,None,1,Individual,celeb,
7.20626E+17,AIDS,HIV,14/04/2016 14:52,GetgoodofferGet,Bruh just said Magic giving Kobe AIDS hugging him that long,,,None,3247904031,None,1,Individual,celeb,
7.22066E+17,AIDS,HIV,18/04/2016 14:15,derekreid607,"Bye, why people saying Prince had HIV/AIDS ?",,,Eastern Time (US & Canada),2355466878,None,1,Individual,celeb,
7.20929E+17,AIDS,HIV,15/04/2016 10:56,ChokoraSonko,Calling it... #prince had aids,,"California, USA",Pacific Time (US & Canada),3373052062,None,1,Individual,celeb,
7.19579E+17,AIDS,HIV,11/04/2016 17:34,siopretandreeva,"Can people quit with the illuminati bullshit, or he had aids and let him R.I.P. #Prince",,,None,2334147900,None,1,Individual,celeb,
7.20181E+17,AIDS,HIV,13/04/2016 09:25,review_get,Can't believe Prince died. My cousin was JUST telling me how he heard a rumor that he had AIDS and wasn't going to make it to the summer.,,,Quito,294863981,None,2,Individual,celeb,
7.18851E+17,AIDS,HIV,09/04/2016 17:21,Chvloe_,Charlie Sheen is being investigated for trying to have his ex-fiancee killed. She previously had an abortion on account of his having AIDS.,,,Pacific Time (US & Canada),,None,1,Individual,celeb,
7.20276E+17,AIDS,HIV,13/04/2016 15:43,CarrollWarren2,cosby fucked 30 girls his wife stayed him. Magic got AIDS wife stayed with him. Oj killed bitches wife stayed. I leave a comment and its ov.,,"Hilltop, OH",None,2752646505,None,1,Individual,celeb,
7.18281E+17,AIDS,HIV,08/04/2016 03:36,ABrooklynBlog,Damn rumors already starting up about prince dying from AIDS,,,None,3576898103,None,1,Individual,celeb,
7.195E+17,AIDS,HIV,11/04/2016 12:17,chrisjdabbs,Did Prince die because of AIDS in the low?,,MyHeadHighnMyMiddleFingaHigher,Eastern Time (US & Canada),33771620,None,1,Individual,celeb,
7.22894E+17,AIDS,HIV,20/04/2016 21:07,clcisme,Did Prince die of Aids?,,,None,2574026170,None,1,Individual,celeb,
7.22254E+17,AIDS,HIV,19/04/2016 02:40,Jennaellen_,Did they ever say how Prince died? My cousin swear he had AIDS,,America,Eastern Time (US & Canada),230509971,None,1,Individual,celeb,
7.20605E+17,AIDS,HIV,14/04/2016 13:29,Paulelr7579,did u fall from heaven because Charlie sheen has aids,,,None,3434912345,None,1,Individual,celeb,
7.21847E+17,AIDS,HIV,17/04/2016 23:44,cocomorgz,Just a random tweet has Magic Johnson ever really disclose how he got aids or h.i.v?  hmmmmm,,"New York, NY",None,,None,1,Individual,celeb,
